scheduler,run,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat
ule,1,40,0,0.02394,0.0155,27.73,4.627,3.471
ule,1,45,0,0.03019,0.0194,27.6,4.608,3.456
ule,1,50,0,0.03623,0.02307,27.6,4.61,3.457
ule,1,55,0,0.04213,0.0267,27.6,4.611,3.459
ule,1,60,0,0.04786,0.03033,27.6,4.613,3.46
ule,1,65,0,0.05335,0.03383,27.48,4.594,3.445
ule,1,70,0,0.05805,0.03617,27.35,4.574,3.431
ule,1,75,0,0.06266,0.03843,27.35,4.575,3.431
ule,1,80,0,0.06725,0.04067,27.23,4.555,3.417
ule,1,85,0,0.07186,0.04292,27.23,4.557,3.417
ule,1,90,0,0.0765,0.04521,27.1,4.537,3.403
ule,1,95,0,0.08113,0.0475,27.1,4.538,3.404
ule,1,100,0,0.0858,0.04981,27.1,4.539,3.404
ule,1,105,0,0.09067,0.05215,27.1,4.54,3.405
ule,1,110,0,0.0957,0.05454,27.1,4.542,3.406
ule,1,115,0,0.1008,0.05692,27.1,4.543,3.407
ule,1,120,0,0.1061,0.0593,27.1,4.544,3.408
ule,1,125,0,0.1116,0.06163,27.1,4.546,3.409
ule,1,130,0,0.1173,0.06394,27.1,4.547,3.41
ule,1,135,0,0.1233,0.06621,27.1,4.548,3.411
ule,1,140,0,0.1294,0.06843,27.1,4.55,3.412
ule,1,145,0,0.1354,0.07059,27.1,4.551,3.413
ule,1,150,0,0.1427,0.07429,27.1,4.553,3.415
ule,1,155,0,0.1499,0.07805,27.1,4.555,3.416
ule,1,160,0,0.157,0.08186,27.1,4.556,3.417
ule,1,165,0,0.1639,0.08572,27.1,4.558,3.419
ule,1,170,0,0.1705,0.08962,27.1,4.56,3.42
ule,1,175,0,0.1768,0.09354,27.1,4.562,3.421
ule,1,180,0,0.183,0.09755,27.1,4.563,3.423
ule,1,185,0,0.1893,0.1016,27.1,4.565,3.424
ule,1,190,0,0.1941,0.1041,27.1,4.566,3.425
ule,1,195,0,0.1988,0.1066,27.1,4.568,3.426
ule,1,200,0,0.2036,0.1091,27.1,4.569,3.427
ule,1,205,0,0.2083,0.1115,27.1,4.57,3.427
ule,1,210,0,0.2131,0.114,27.1,4.571,3.428
ule,1,215,0,0.2179,0.1164,27.1,4.572,3.429
ule,1,220,0,0.2227,0.1188,27.1,4.574,3.43
ule,1,225,0,0.2274,0.1212,27.1,4.575,3.431
ule,1,230,0,0.2322,0.1235,27.1,4.576,3.432
ule,1,235,0,0.237,0.1258,27.1,4.577,3.433
ule,1,240,0,0.2419,0.1281,27.1,4.578,3.434
ule,2,40,0,0.02358,0.0158,27.35,4.565,3.424
ule,2,45,0,0.02981,0.01936,27.1,4.525,3.394
ule,2,50,0,0.03597,0.02257,27.1,4.526,3.395
ule,2,55,0,0.04204,0.02559,27.1,4.528,3.396
ule,2,60,0,0.04804,0.02843,27.1,4.529,3.397
ule,2,65,0,0.0542,0.03123,27.1,4.531,3.398
ule,2,70,0,0.06065,0.03433,27.1,4.532,3.399
ule,2,75,0,0.06712,0.03739,27.1,4.534,3.401
ule,2,80,0,0.0738,0.04059,27.1,4.536,3.402
ule,2,85,0,0.08045,0.04372,27.1,4.537,3.403
ule,2,90,0,0.08689,0.0468,27.1,4.539,3.404
ule,2,95,0,0.09318,0.04982,27.1,4.54,3.405
ule,2,100,0,0.0994,0.05286,27.1,4.542,3.407
ule,2,105,0,0.1055,0.0559,27.1,4.544,3.408
ule,2,110,0,0.1113,0.05858,27.1,4.545,3.409
ule,2,115,0,0.1172,0.0612,27.1,4.546,3.41
ule,2,120,0,0.1228,0.06363,27.1,4.548,3.411
ule,2,125,0,0.1285,0.06606,27.1,4.549,3.412
ule,2,130,0,0.1344,0.06856,27.1,4.55,3.413
ule,2,135,0,0.1403,0.07107,27.1,4.552,3.414
ule,2,140,0,0.1463,0.07355,27.1,4.553,3.415
ule,2,145,0,0.1523,0.07624,27.1,4.555,3.416
ule,2,150,0,0.1584,0.07895,27.1,4.556,3.417
ule,2,155,0,0.1644,0.08169,27.1,4.558,3.418
ule,2,160,0,0.1705,0.08443,27.1,4.559,3.419
ule,2,165,0,0.1766,0.0872,27.1,4.561,3.42
ule,2,170,0,0.1826,0.0899,27.1,4.562,3.422
ule,2,175,0,0.1886,0.09261,27.1,4.564,3.423
ule,2,180,0,0.1947,0.09532,27.1,4.565,3.424
ule,2,185,0,0.2007,0.09779,27.1,4.566,3.425
ule,2,190,0,0.2067,0.1002,27.1,4.568,3.426
ule,2,195,0,0.2128,0.1027,27.1,4.569,3.427
ule,2,200,0,0.2188,0.1051,27.1,4.571,3.428
ule,2,205,0,0.2249,0.1075,27.1,4.572,3.429
ule,2,210,0,0.2309,0.1099,27.1,4.573,3.43
ule,2,215,0,0.2369,0.1123,27.1,4.575,3.431
ule,2,220,0,0.2429,0.1147,27.1,4.576,3.432
ule,2,225,0,0.249,0.1171,27.1,4.578,3.433
ule,2,230,0,0.2549,0.1196,27.1,4.579,3.434
ule,2,235,0,0.2608,0.122,27.1,4.58,3.435
ule,2,240,0,0.2667,0.1244,27.1,4.582,3.436
ule,3,40,0,0.01895,0.01434,27.35,4.564,3.423
ule,3,45,0,0.02413,0.01783,27.1,4.524,3.393
ule,3,50,0,0.0292,0.02101,27.1,4.525,3.394
ule,3,55,0,0.03417,0.02395,27.1,4.526,3.395
ule,3,60,0,0.03914,0.0268,27.1,4.528,3.396
ule,3,65,0,0.04415,0.02962,27.1,4.529,3.397
ule,3,70,0,0.04928,0.03253,27.1,4.53,3.398
ule,3,75,0,0.05448,0.03541,27.1,4.532,3.399
ule,3,80,0,0.05946,0.0379,27.1,4.533,3.4
ule,3,85,0,0.06444,0.04037,27.1,4.534,3.401
ule,3,90,0,0.06938,0.04282,27.1,4.535,3.402
ule,3,95,0,0.07431,0.04531,27.1,4.537,3.402
ule,3,100,0,0.07916,0.04778,27.1,4.538,3.403
ule,3,105,0,0.08395,0.05015,27.1,4.539,3.404
ule,3,110,0,0.08923,0.05352,27.1,4.54,3.405
ule,3,115,0,0.09446,0.05687,27.1,4.542,3.406
ule,3,120,0,0.09973,0.0602,27.1,4.543,3.407
ule,3,125,0,0.105,0.06345,27.1,4.545,3.409
ule,3,130,0,0.1103,0.06679,27.1,4.546,3.41
ule,3,135,0,0.1158,0.07008,27.1,4.548,3.411
ule,3,140,0,0.1216,0.07344,27.1,4.549,3.412
ule,3,145,0,0.1275,0.07689,27.1,4.551,3.413
ule,3,150,0,0.1328,0.07921,27.1,4.552,3.414
ule,3,155,0,0.1381,0.08152,27.1,4.553,3.415
ule,3,160,0,0.1434,0.08385,27.1,4.555,3.416
ule,3,165,0,0.1488,0.08624,27.1,4.556,3.417
ule,3,170,0,0.154,0.08856,27.1,4.557,3.418
ule,3,175,0,0.1591,0.09088,27.1,4.558,3.419
ule,3,180,0,0.164,0.0932,27.1,4.56,3.42
ule,3,185,0,0.1688,0.09551,27.1,4.561,3.421
ule,3,190,0,0.1735,0.09782,27.1,4.562,3.421
ule,3,195,0,0.1783,0.1003,27.1,4.563,3.422
ule,3,200,0,0.1831,0.1028,27.1,4.564,3.423
ule,3,205,0,0.1879,0.1053,27.1,4.566,3.424
ule,3,210,0,0.1926,0.1077,27.1,4.567,3.425
ule,3,215,0,0.1974,0.1102,27.1,4.568,3.426
ule,3,220,0,0.2021,0.1126,27.1,4.569,3.427
ule,3,225,0,0.2068,0.115,27.1,4.57,3.428
ule,3,230,0,0.2115,0.1175,27.1,4.572,3.429
ule,3,235,0,0.2164,0.1197,27.1,4.573,3.43
ule,3,240,0,0.2214,0.122,27.1,4.574,3.43
ule,1,40,1,0.007894,0.007502,29.23,4.873,3.655
ule,1,45,1,0.009148,0.008747,29.1,4.853,3.64
ule,1,50,1,0.0104,0.00998,29.1,4.853,3.64
ule,1,55,1,0.01168,0.01125,29.1,4.854,3.64
ule,1,60,1,0.01295,0.01255,29.1,4.854,3.641
ule,1,65,1,0.0142,0.0139,29.1,4.855,3.641
ule,1,70,1,0.01538,0.01507,29.1,4.855,3.641
ule,1,75,1,0.01637,0.01588,29.1,4.855,3.642
ule,1,80,1,0.01735,0.01669,29.1,4.856,3.642
ule,1,85,1,0.01832,0.01747,29.1,4.856,3.642
ule,1,90,1,0.01928,0.0183,29.1,4.856,3.642
ule,1,95,1,0.02023,0.01916,29.1,4.857,3.642
ule,1,100,1,0.02117,0.01999,29.1,4.857,3.643
ule,1,105,1,0.02207,0.0207,29.1,4.857,3.643
ule,1,110,1,0.02297,0.02138,29.1,4.857,3.643
ule,1,115,1,0.02386,0.022,29.1,4.858,3.643
ule,1,120,1,0.02477,0.02261,29.1,4.858,3.643
ule,1,125,1,0.02568,0.02319,29.1,4.858,3.644
ule,1,130,1,0.02659,0.02367,29.1,4.858,3.644
ule,1,135,1,0.02747,0.02407,29.1,4.859,3.644
ule,1,140,1,0.02837,0.02446,29.1,4.859,3.644
ule,1,145,1,0.02929,0.02483,29.1,4.859,3.644
ule,1,150,1,0.03205,0.02639,29.1,4.86,3.645
ule,1,155,1,0.03491,0.02828,29.1,4.861,3.645
ule,1,160,1,0.03776,0.03017,29.1,4.861,3.646
ule,1,165,1,0.04062,0.0321,29.1,4.862,3.647
ule,1,170,1,0.04346,0.03406,29.1,4.863,3.647
ule,1,175,1,0.0463,0.03604,29.1,4.864,3.648
ule,1,180,1,0.04916,0.0381,29.1,4.865,3.648
ule,1,185,1,0.05201,0.04017,29.1,4.865,3.649
ule,1,190,1,0.05299,0.04105,29.1,4.866,3.649
ule,1,195,1,0.05387,0.04164,29.1,4.866,3.649
ule,1,200,1,0.05474,0.04222,29.1,4.866,3.65
ule,1,205,1,0.05562,0.04279,29.1,4.866,3.65
ule,1,210,1,0.0565,0.04344,29.1,4.867,3.65
ule,1,215,1,0.05739,0.04407,29.1,4.867,3.65
ule,1,220,1,0.05824,0.04464,29.1,4.867,3.65
ule,1,225,1,0.05912,0.04521,29.1,4.867,3.651
ule,1,230,1,0.05998,0.04576,29.1,4.868,3.651
ule,1,235,1,0.06084,0.04627,28.98,4.847,3.635
ule,1,240,1,0.06172,0.0468,28.98,4.847,3.635
ule,2,40,1,0.007742,0.006371,28.98,4.832,3.624
ule,2,45,1,0.00922,0.007284,28.73,4.79,3.593
ule,2,50,1,0.01043,0.008167,28.73,4.791,3.593
ule,2,55,1,0.01146,0.008915,28.73,4.791,3.593
ule,2,60,1,0.01245,0.009624,28.73,4.791,3.593
ule,2,65,1,0.01345,0.01034,28.6,4.771,3.578
ule,2,70,1,0.01506,0.01217,28.6,4.771,3.578
ule,2,75,1,0.01667,0.01398,28.73,4.793,3.594
ule,2,80,1,0.01835,0.01591,28.73,4.793,3.595
ule,2,85,1,0.02,0.01783,28.73,4.794,3.595
ule,2,90,1,0.02158,0.01946,28.6,4.774,3.58
ule,2,95,1,0.02318,0.02112,28.48,4.753,3.565
ule,2,100,1,0.02478,0.0228,28.35,4.733,3.55
ule,2,105,1,0.02637,0.02448,28.35,4.733,3.55
ule,2,110,1,0.02735,0.02504,28.35,4.734,3.55
ule,2,115,1,0.02833,0.02557,28.35,4.734,3.55
ule,2,120,1,0.02923,0.02598,28.48,4.755,3.566
ule,2,125,1,0.03014,0.02637,28.6,4.776,3.582
ule,2,130,1,0.03104,0.02674,28.6,4.776,3.582
ule,2,135,1,0.03193,0.02709,28.73,4.797,3.598
ule,2,140,1,0.03278,0.02741,28.85,4.818,3.614
ule,2,145,1,0.03364,0.02773,28.98,4.839,3.63
ule,2,150,1,0.0345,0.02803,28.85,4.819,3.614
ule,2,155,1,0.03536,0.02831,28.85,4.819,3.614
ule,2,160,1,0.03623,0.0286,28.73,4.798,3.599
ule,2,165,1,0.03708,0.02889,28.6,4.778,3.583
ule,2,170,1,0.03796,0.0292,28.73,4.799,3.599
ule,2,175,1,0.0389,0.02958,28.73,4.799,3.599
ule,2,180,1,0.03985,0.02994,28.73,4.799,3.599
ule,2,185,1,0.0408,0.03031,28.73,4.799,3.6
ule,2,190,1,0.04177,0.03072,28.85,4.82,3.615
ule,2,195,1,0.04273,0.03115,28.85,4.821,3.615
ule,2,200,1,0.0437,0.03159,28.85,4.821,3.616
ule,2,205,1,0.04469,0.03201,28.85,4.821,3.616
ule,2,210,1,0.04566,0.03243,28.85,4.821,3.616
ule,2,215,1,0.04658,0.03279,28.85,4.822,3.616
ule,2,220,1,0.04752,0.03316,28.85,4.822,3.616
ule,2,225,1,0.04846,0.03351,28.85,4.822,3.616
ule,2,230,1,0.0494,0.03385,28.85,4.822,3.617
ule,2,235,1,0.05038,0.03434,28.85,4.822,3.617
ule,2,240,1,0.05138,0.03481,28.98,4.844,3.633
ule,3,40,1,0.00715,0.006713,29.1,4.852,3.639
ule,3,45,1,0.008666,0.007774,28.85,4.811,3.608
ule,3,50,1,0.009828,0.0085,28.73,4.791,3.593
ule,3,55,1,0.01092,0.009125,28.6,4.77,3.578
ule,3,60,1,0.01202,0.009708,28.6,4.77,3.578
ule,3,65,1,0.01313,0.01027,28.48,4.75,3.562
ule,3,70,1,0.01426,0.01083,28.35,4.729,3.547
ule,3,75,1,0.01535,0.01129,28.35,4.729,3.547
ule,3,80,1,0.01627,0.01167,28.35,4.73,3.547
ule,3,85,1,0.01717,0.012,28.35,4.73,3.547
ule,3,90,1,0.01808,0.0123,28.48,4.751,3.563
ule,3,95,1,0.019,0.0126,28.48,4.751,3.563
ule,3,100,1,0.01998,0.01302,28.35,4.73,3.548
ule,3,105,1,0.02097,0.01346,28.48,4.752,3.564
ule,3,110,1,0.02205,0.0142,28.6,4.773,3.58
ule,3,115,1,0.02313,0.01498,28.6,4.773,3.58
ule,3,120,1,0.02423,0.01578,28.6,4.773,3.58
ule,3,125,1,0.02538,0.0166,28.6,4.774,3.58
ule,3,130,1,0.0266,0.01761,28.48,4.753,3.565
ule,3,135,1,0.02781,0.01866,28.48,4.754,3.565
ule,3,140,1,0.02899,0.01964,28.48,4.754,3.565
ule,3,145,1,0.03013,0.02061,28.35,4.733,3.55
ule,3,150,1,0.03117,0.0213,28.23,4.713,3.535
ule,3,155,1,0.0322,0.02195,28.23,4.713,3.535
ule,3,160,1,0.0332,0.02258,28.1,4.693,3.519
ule,3,165,1,0.03416,0.02319,28.1,4.693,3.52
ule,3,170,1,0.03505,0.02367,28.1,4.693,3.52
ule,3,175,1,0.03594,0.02412,28.1,4.693,3.52
ule,3,180,1,0.0368,0.02454,28.1,4.694,3.52
ule,3,185,1,0.03767,0.02495,28.1,4.694,3.52
ule,3,190,1,0.03853,0.02534,28.23,4.715,3.536
ule,3,195,1,0.03939,0.02574,28.23,4.715,3.536
ule,3,200,1,0.04025,0.02614,28.35,4.736,3.552
ule,3,205,1,0.04111,0.02653,28.48,4.757,3.568
ule,3,210,1,0.04198,0.02687,28.48,4.757,3.568
ule,3,215,1,0.04284,0.0272,28.6,4.778,3.584
ule,3,220,1,0.0437,0.02752,28.6,4.779,3.584
ule,3,225,1,0.04461,0.02791,28.6,4.779,3.584
ule,3,230,1,0.04554,0.02829,28.48,4.758,3.569
ule,3,235,1,0.04646,0.02867,28.48,4.758,3.569
ule,3,240,1,0.0474,0.02905,28.35,4.738,3.553
ule,1,40,2,0.003077,0.009111,23.1,3.852,2.889
ule,1,45,2,0.003893,0.01154,23.1,3.853,2.889
ule,1,50,2,0.004692,0.01387,23.1,3.853,2.89
ule,1,55,2,0.005471,0.01608,23.1,3.854,2.89
ule,1,60,2,0.006219,0.0181,23.1,3.854,2.891
ule,1,65,2,0.006871,0.01989,23.1,3.854,2.891
ule,1,70,2,0.007537,0.02164,23.1,3.855,2.891
ule,1,75,2,0.008152,0.02336,23.1,3.855,2.891
ule,1,80,2,0.008795,0.02519,23.1,3.856,2.892
ule,1,85,2,0.009432,0.02697,23.1,3.856,2.892
ule,1,90,2,0.01009,0.02883,23.1,3.856,2.892
ule,1,95,2,0.01077,0.03083,23.1,3.857,2.893
ule,1,100,2,0.01148,0.03297,23.1,3.857,2.893
ule,1,105,2,0.0122,0.03516,23.1,3.858,2.893
ule,1,110,2,0.0129,0.03739,23.1,3.858,2.894
ule,1,115,2,0.01356,0.0394,23.1,3.859,2.894
ule,1,120,2,0.01421,0.04141,23.1,3.859,2.894
ule,1,125,2,0.0149,0.04363,23.1,3.86,2.895
ule,1,130,2,0.01555,0.04567,23.1,3.86,2.895
ule,1,135,2,0.01615,0.04752,23.1,3.861,2.895
ule,1,140,2,0.01672,0.04919,23.1,3.861,2.896
ule,1,145,2,0.01729,0.05092,23.1,3.861,2.896
ule,1,150,2,0.01787,0.0527,23.1,3.862,2.896
ule,1,155,2,0.01852,0.05472,22.98,3.841,2.881
ule,1,160,2,0.01914,0.05663,22.85,3.821,2.866
ule,1,165,2,0.01969,0.05816,22.73,3.8,2.85
ule,1,170,2,0.02023,0.05975,22.73,3.801,2.851
ule,1,175,2,0.02078,0.06135,22.6,3.78,2.835
ule,1,180,2,0.02136,0.06304,22.6,3.781,2.836
ule,1,185,2,0.02192,0.06462,22.48,3.76,2.82
ule,1,190,2,0.0225,0.06624,22.35,3.74,2.805
ule,1,195,2,0.02303,0.06766,22.35,3.74,2.805
ule,1,200,2,0.02355,0.06906,22.35,3.74,2.805
ule,1,205,2,0.02407,0.07047,22.35,3.741,2.806
ule,1,210,2,0.02459,0.07186,22.23,3.72,2.79
ule,1,215,2,0.02512,0.07328,22.23,3.721,2.79
ule,1,220,2,0.02574,0.07487,22.1,3.7,2.775
ule,1,225,2,0.02639,0.0766,22.1,3.7,2.775
ule,1,230,2,0.02701,0.07822,22.1,3.701,2.776
ule,1,235,2,0.02766,0.07996,22.1,3.701,2.776
ule,1,240,2,0.02834,0.08186,22.1,3.702,2.776
ule,2,40,2,0.002409,0.007526,22.48,3.747,2.811
ule,2,45,2,0.003013,0.009318,22.23,3.706,2.78
ule,2,50,2,0.003611,0.01103,22.1,3.686,2.764
ule,2,55,2,0.004191,0.01258,22.1,3.686,2.765
ule,2,60,2,0.004662,0.01374,22.1,3.686,2.765
ule,2,65,2,0.005137,0.01492,22.1,3.687,2.765
ule,2,70,2,0.005597,0.01605,22.1,3.687,2.765
ule,2,75,2,0.006048,0.01715,22.1,3.687,2.765
ule,2,80,2,0.006499,0.01825,22.1,3.687,2.766
ule,2,85,2,0.006946,0.0193,22.1,3.688,2.766
ule,2,90,2,0.007389,0.02034,22.1,3.688,2.766
ule,2,95,2,0.007822,0.02134,22.1,3.688,2.766
ule,2,100,2,0.008256,0.02235,22.23,3.709,2.782
ule,2,105,2,0.008686,0.02333,22.23,3.71,2.782
ule,2,110,2,0.009115,0.0243,22.23,3.71,2.782
ule,2,115,2,0.009546,0.02528,22.23,3.71,2.782
ule,2,120,2,0.009968,0.02625,22.23,3.71,2.783
ule,2,125,2,0.01039,0.02724,22.23,3.71,2.783
ule,2,130,2,0.01082,0.02824,22.23,3.711,2.783
ule,2,135,2,0.01127,0.02929,22.35,3.732,2.799
ule,2,140,2,0.01171,0.03034,22.23,3.711,2.783
ule,2,145,2,0.01216,0.03142,22.23,3.711,2.784
ule,2,150,2,0.01261,0.03253,22.23,3.712,2.784
ule,2,155,2,0.01306,0.03362,22.23,3.712,2.784
ule,2,160,2,0.01352,0.03478,22.23,3.712,2.784
ule,2,165,2,0.014,0.03597,22.23,3.712,2.784
ule,2,170,2,0.01448,0.03719,22.23,3.713,2.785
ule,2,175,2,0.01496,0.03839,22.1,3.692,2.769
ule,2,180,2,0.01544,0.03959,22.1,3.693,2.769
ule,2,185,2,0.01594,0.04079,22.1,3.693,2.77
ule,2,190,2,0.01643,0.042,22.1,3.693,2.77
ule,2,195,2,0.01695,0.04325,22.1,3.693,2.77
ule,2,200,2,0.01749,0.04451,22.1,3.694,2.77
ule,2,205,2,0.01807,0.04586,22.1,3.694,2.77
ule,2,210,2,0.01864,0.0472,22.1,3.694,2.771
ule,2,215,2,0.01922,0.04855,22.1,3.695,2.771
ule,2,220,2,0.0198,0.04991,22.1,3.695,2.771
ule,2,225,2,0.02036,0.05127,22.1,3.695,2.771
ule,2,230,2,0.02093,0.05265,22.1,3.696,2.772
ule,2,235,2,0.02148,0.05397,22.1,3.696,2.772
ule,2,240,2,0.022,0.05525,22.1,3.696,2.772
